order_id,date,year,month,region,store,channel,segment,category,product_name,unit_price,quantity,discount_rate,revenue,margin_rate,profit,status
11220C16,2025-05-19,2025,2025-05,South,Store B,Online,Consumer,Electronics,Laptop,496.2,4,0.221,1546.16,0.314,485.49,Completed
097B969C,2025-04-11,2025,2025-04,East,Store B,Online,Corporate,Grocery,Rice 5kg,36.44,3,0.208,86.58,0.319,27.62,Completed
E2DE1083,2024-07-21,2024,2024-07,Central,Store C,Offline,Corporate,Beauty,Lipstick,44.27,4,0.135,153.17,0.252,38.6,Completed
1C314000,2024-03-04,2024,2024-03,Central,Store D,Offline,Consumer,Apparel,T-Shirt,96.19,1,0.091,87.44,0.375,32.79,Completed
629D6EB2,2024-11-23,2024,2024-11,North,Store A,Online,Consumer,Grocery,Milk 1L,9.23,4,0.169,30.68,0.347,10.65,Returned
33B931B7,2024-06-23,2024,2024-06,South,Store D,Offline,Corporate,Home,Air Purifier,189.8,3,0.225,441.29,0.4,176.52,Completed
A59827D7,2024-01-06,2024,2024-01,South,Store E,Offline,Corporate,Electronics,Smartphone,348.3,5,0.184,1421.06,0.35,497.37,Completed
CCD235FB,2025-06-13,2025,2025-06,South,Store D,Online,Corporate,Electronics,Tablet,765.97,3,0.026,2238.16,0.355,794.55,Completed
078E0D5B,2025-06-07,2025,2025-06,South,Store E,Offline,SMB,Beauty,Lipstick,14.31,2,0.051,27.16,0.264,7.17,Completed
AAFF4E44,2024-10-16,2024,2024-10,South,Store C,Online,Consumer,Apparel,Dress,16.16,2,0.142,27.73,0.242,6.71,Cancelled
67BA94F1,2024-11-29,2024,2024-11,East,Store B,Online,SMB,Electronics,Laptop,437.44,2,0.104,783.89,0.334,261.82,Completed
C0F98694,2024-12-27,2024,2024-12,South,Store A,Online,Corporate,Electronics,Headphones,653.56,4,0.137,2256.09,0.358,807.68,Completed
A942B231,2025-05-15,2025,2025-05,West,Store B,Online,SMB,Home,Lamp,217.65,7,0.195,1226.46,0.126,154.53,Completed
2912F217,2024-09-09,2024,2024-09,North,Store C,Online,SMB,Grocery,Milk 1L,6.05,2,0.167,10.08,0.301,3.03,Completed
F45DD947,2024-11-10,2024,2024-11,Central,Store C,Offline,Consumer,Grocery,Pasta 1kg,23.8,6,0.088,130.23,0.321,41.8,Completed
3B56451D,2024-05-02,2024,2024-05,North,Store A,Online,Consumer,Electronics,Camera,761.13,5,0.193,3071.16,0.174,534.38,Completed
97FFD898,2024-05-10,2024,2024-05,Central,Store D,Online,Consumer,Apparel,Hoodie,51.39,4,0.225,159.31,0.233,37.12,Completed
16B1018F,2024-10-08,2024,2024-10,West,Store C,Offline,Corporate,Apparel,Hoodie,19.84,4,0.031,76.9,0.207,15.92,Returned
5391BFAE,2024-05-03,2024,2024-05,Central,Store E,Online,Consumer,Home,Vacuum,181.63,6,0.131,947.02,0.274,259.48,Completed
8903164C,2024-01-17,2024,2024-01,East,Store E,Online,Consumer,Electronics,Headphones,318.6,4,0.123,1117.65,0.237,264.88,Completed
374238E1,2024-07-17,2024,2024-07,South,Store B,Online,SMB,Grocery,Pasta 1kg,2.98,6,0.0,17.88,0.379,6.78,Completed
8284F84A,2025-02-08,2025,2025-02,East,Store B,Online,Consumer,Electronics,Headphones,759.39,3,0.189,1847.6,0.246,454.51,Cancelled
24D5039F,2024-05-29,2024,2024-05,North,Store A,Online,Corporate,Home,Cookware Set,136.54,4,0.0,546.16,0.363,198.26,Completed
74296A6D,2025-04-10,2025,2025-04,East,Store D,Online,Consumer,Grocery,Milk 1L,5.96,2,0.205,9.48,0.3,2.84,Completed
931A733B,2025-01-14,2025,2025-01,East,Store C,Online,Corporate,Home,Cookware Set,190.79,3,0.316,391.5,0.305,119.41,Completed
E5988C7B,2024-12-18,2024,2024-12,North,Store C,Online,Consumer,Home,Vacuum,192.13,3,0.111,512.41,0.169,86.6,Completed
5518F362,2025-04-26,2025,2025-04,West,Store B,Online,Consumer,Home,Cookware Set,249.92,2,0.198,400.87,0.371,148.72,Completed
515C43B4,2024-02-09,2024,2024-02,East,Store A,Offline,Consumer,Beauty,Shampoo,36.1,4,0.124,126.49,0.261,33.01,Completed
A3DA7573,2024-04-06,2024,2024-04,East,Store B,Offline,Consumer,Home,Air Purifier,126.04,3,0.037,364.13,0.26,94.67,Completed
9469F4E3,2025-05-06,2025,2025-05,West,Store B,Online,Consumer,Beauty,Serum,15.15,4,0.0,60.6,0.215,13.03,Completed
829F9058,2025-05-04,2025,2025-05,Central,Store D,Online,Consumer,Beauty,Sunscreen,62.28,3,0.133,161.99,0.191,30.94,Completed
F06EE051,2024-02-12,2024,2024-02,North,Store D,Offline,Consumer,Beauty,Sunscreen,65.09,3,0.123,171.25,0.182,31.17,Completed
0C74D92D,2025-02-22,2025,2025-02,North,Store C,Online,SMB,Home,Desk,158.28,2,0.0,316.56,0.278,88.0,Completed
F0DE39EB,2024-01-09,2024,2024-01,North,Store D,Online,Consumer,Grocery,Milk 1L,42.59,3,0.219,99.79,0.226,22.55,Completed
321E3479,2024-03-14,2024,2024-03,Central,Store D,Online,Consumer,Electronics,Smartwatch,277.72,4,0.169,923.14,0.322,297.25,Completed
B828CB7F,2024-02-29,2024,2024-02,East,Store A,Online,Consumer,Home,Lamp,189.17,2,0.155,319.7,0.213,68.1,Completed
BB33E3B4,2024-06-07,2024,2024-06,West,Store E,Offline,Corporate,Electronics,Headphones,612.19,6,0.26,2718.12,0.334,907.85,Cancelled
71B3E7B9,2024-07-28,2024,2024-07,North,Store B,Online,Corporate,Beauty,Shampoo,16.31,5,0.116,72.09,0.25,18.02,Completed
657B96B8,2025-05-06,2025,2025-05,Central,Store A,Offline,Consumer,Grocery,Milk 1L,44.41,3,0.087,121.64,0.175,21.29,Completed
C2B52D3F,2024-08-23,2024,2024-08,North,Store A,Online,Consumer,Beauty,Shampoo,67.6,6,0.032,392.62,0.278,109.15,Completed
953D31A0,2024-03-07,2024,2024-03,West,Store D,Offline,Corporate,Apparel,T-Shirt,126.93,5,0.0,634.65,0.21,133.28,Completed
6722E5C3,2024-05-27,2024,2024-05,North,Store A,Online,Consumer,Grocery,Coffee 500g,15.34,3,0.301,32.17,0.237,7.62,Completed
D493368A,2024-01-04,2024,2024-01,Central,Store E,Online,Consumer,Electronics,Smartwatch,424.28,6,0.098,2296.2,0.246,564.87,Completed
DFB78574,2024-01-16,2024,2024-01,South,Store D,Online,Consumer,Beauty,Moisturizer,73.21,2,0.113,129.87,0.126,16.36,Completed
99DDE0BC,2024-08-20,2024,2024-08,West,Store A,Offline,Consumer,Home,Chair,25.63,1,0.08,23.58,0.292,6.89,Completed
A16C923B,2024-10-03,2024,2024-10,East,Store D,Online,Consumer,Electronics,Headphones,861.62,1,0.186,701.36,0.206,144.48,Completed
AF5D06C3,2024-05-14,2024,2024-05,North,Store D,Online,SMB,Electronics,Camera,299.72,5,0.073,1389.2,0.241,334.8,Completed
89B6C34A,2024-07-24,2024,2024-07,East,Store A,Online,SMB,Electronics,Smartphone,874.57,5,0.243,3310.25,0.335,1108.93,Completed
40C3B0A9,2024-02-25,2024,2024-02,North,Store E,Online,SMB,Grocery,Milk 1L,35.84,6,0.147,183.43,0.304,55.76,Completed
8ABF72F1,2024-12-21,2024,2024-12,West,Store D,Online,Consumer,Electronics,Laptop,729.78,5,0.155,3083.32,0.268,826.33,Completed
D1D23797,2024-07-31,2024,2024-07,East,Store C,Online,Consumer,Apparel,Sneakers,107.68,3,0.156,272.65,0.317,86.43,Completed
6BF3D863,2024-03-28,2024,2024-03,South,Store D,Offline,Consumer,Home,Cookware Set,270.61,6,0.352,1052.13,0.25,263.03,Completed
DBD5B444,2024-09-25,2024,2024-09,South,Store E,Online,Corporate,Apparel,Hoodie,109.02,2,0.157,183.81,0.267,49.08,Completed
F001A5D1,2024-04-22,2024,2024-04,South,Store E,Online,SMB,Electronics,Headphones,798.76,3,0.0,2396.28,0.332,795.56,Completed
AE45DF30,2024-06-06,2024,2024-06,North,Store A,Offline,Corporate,Electronics,Headphones,615.67,6,0.236,2822.23,0.165,465.67,Cancelled
6C86E334,2024-03-08,2024,2024-03,South,Store B,Offline,Corporate,Beauty,Lipstick,58.11,2,0.12,102.27,0.311,31.81,Returned
565CD786,2025-02-25,2025,2025-02,West,Store B,Online,Corporate,Electronics,Smartphone,516.54,2,0.144,884.32,0.249,220.2,Completed
4F56E6BA,2024-05-30,2024,2024-05,East,Store D,Offline,Consumer,Grocery,Milk 1L,12.07,5,0.17,50.09,0.357,17.88,Completed
D690676E,2025-05-31,2025,2025-05,Central,Store C,Offline,Consumer,Grocery,Pasta 1kg,29.06,5,0.196,116.82,0.224,26.17,Cancelled
5434BFF7,2024-08-06,2024,2024-08,West,Store C,Online,SMB,Electronics,Smartphone,246.61,6,0.172,1225.16,0.224,274.44,Completed
45BBB7CA,2024-03-24,2024,2024-03,Central,Store E,Online,Consumer,Electronics,Headphones,896.24,3,0.095,2433.29,0.422,1026.85,Completed
8416B002,2025-01-15,2025,2025-01,North,Store A,Offline,Consumer,Home,Chair,237.46,3,0.296,501.52,0.233,116.85,Returned
AB65B983,2025-01-31,2025,2025-01,East,Store B,Online,SMB,Electronics,Smartwatch,595.72,2,0.161,999.62,0.32,319.88,Completed
E374DA78,2025-04-20,2025,2025-04,South,Store D,Online,Consumer,Home,Vacuum,261.66,7,0.0,1831.62,0.232,424.94,Returned
9AAC91F9,2024-03-12,2024,2024-03,South,Store C,Online,Consumer,Electronics,Headphones,334.75,2,0.144,573.09,0.304,174.22,Completed
BE84BD8F,2025-03-02,2025,2025-03,South,Store A,Online,SMB,Grocery,Eggs 12,9.0,1,0.019,8.83,0.252,2.23,Completed
25C89654,2025-04-09,2025,2025-04,East,Store E,Online,Consumer,Grocery,Olive Oil 500ml,42.44,4,0.061,159.4,0.268,42.72,Completed
98B695E0,2024-06-13,2024,2024-06,South,Store B,Online,Consumer,Electronics,Camera,782.48,4,0.089,2851.36,0.234,667.22,Cancelled
68D8F855,2024-09-02,2024,2024-09,South,Store A,Online,Consumer,Electronics,Laptop,561.01,2,0.0,1122.02,0.262,293.97,Completed
9EB0798B,2024-11-30,2024,2024-11,South,Store C,Offline,Consumer,Home,Desk,52.4,3,0.126,137.39,0.219,30.09,Completed
056BC9F9,2024-05-12,2024,2024-05,Central,Store E,Offline,SMB,Electronics,Smartwatch,715.41,3,0.126,1875.81,0.288,540.23,Completed
C0ED062B,2025-04-15,2025,2025-04,East,Store B,Offline,Consumer,Apparel,Jeans,133.97,3,0.123,352.48,0.173,60.98,Completed
2FB194B1,2025-01-12,2025,2025-01,Central,Store A,Offline,Consumer,Grocery,Coffee 500g,2.84,4,0.118,10.02,0.351,3.52,Completed
FACE7683,2025-04-07,2025,2025-04,Central,Store E,Online,Consumer,Grocery,Rice 5kg,37.15,2,0.059,69.92,0.12,8.39,Completed
83A02FAA,2024-08-30,2024,2024-08,West,Store A,Offline,Corporate,Electronics,Camera,798.31,3,0.084,2193.76,0.245,537.47,Completed
8F084A68,2024-10-07,2024,2024-10,Central,Store A,Online,Corporate,Apparel,Hoodie,129.26,3,0.006,385.45,0.283,109.08,Completed
6D377C49,2024-04-14,2024,2024-04,Central,Store E,Online,SMB,Grocery,Coffee 500g,43.59,3,0.104,117.17,0.288,33.74,Completed
2D69B461,2024-06-18,2024,2024-06,West,Store A,Online,Consumer,Home,Cookware Set,40.83,5,0.063,191.29,0.215,41.13,Completed
716B77F2,2025-01-28,2025,2025-01,West,Store A,Online,Consumer,Home,Desk,212.18,4,0.0,848.72,0.233,197.75,Completed
17DBFEBA,2025-06-01,2025,2025-06,South,Store D,Online,Consumer,Home,Chair,172.76,4,0.094,626.08,0.219,137.11,Completed
398E19E8,2024-03-23,2024,2024-03,North,Store D,Online,Consumer,Beauty,Sunscreen,21.62,3,0.176,53.44,0.35,18.7,Completed
463EA459,2024-01-28,2024,2024-01,North,Store B,Online,Consumer,Electronics,Tablet,484.32,1,0.078,446.54,0.223,99.58,Returned
C509A631,2024-02-06,2024,2024-02,North,Store A,Online,Consumer,Electronics,Tablet,410.05,4,0.171,1359.73,0.292,397.04,Completed
98159291,2024-08-23,2024,2024-08,East,Store A,Online,SMB,Electronics,Smartphone,844.82,7,0.282,4246.07,0.334,1418.19,Completed
98E51538,2025-03-04,2025,2025-03,East,Store C,Online,Consumer,Home,Chair,183.77,5,0.078,847.18,0.216,182.99,Completed
84E9546A,2024-05-01,2024,2024-05,West,Store E,Online,Corporate,Home,Lamp,122.32,4,0.208,387.51,0.236,91.45,Completed
1A4368E5,2024-09-14,2024,2024-09,South,Store C,Online,Consumer,Electronics,Laptop,636.32,2,0.021,1245.91,0.219,272.85,Completed
C7379332,2024-10-05,2024,2024-10,West,Store B,Online,Consumer,Electronics,Smartphone,469.82,6,0.144,2413.0,0.294,709.42,Completed
C619EC08,2025-03-28,2025,2025-03,South,Store A,Offline,Consumer,Electronics,Laptop,612.43,2,0.116,1082.78,0.35,378.97,Completed
B176CCAB,2024-03-29,2024,2024-03,South,Store E,Online,Consumer,Grocery,Pasta 1kg,33.64,3,0.019,99.0,0.268,26.53,Completed
B04FC1C4,2024-01-08,2024,2024-01,West,Store B,Offline,Corporate,Electronics,Smartphone,895.39,4,0.142,3072.98,0.33,1014.08,Completed
DCEAC6B3,2024-09-30,2024,2024-09,South,Store D,Offline,Corporate,Apparel,T-Shirt,38.08,3,0.0,114.24,0.287,32.79,Returned
B8977DE8,2024-07-10,2024,2024-07,East,Store B,Online,Corporate,Grocery,Eggs 12,4.59,3,0.003,13.73,0.274,3.76,Completed
AFCC3F8A,2024-06-06,2024,2024-06,South,Store E,Online,Consumer,Grocery,Pasta 1kg,27.39,1,0.135,23.69,0.304,7.2,Completed
E5834C5A,2025-02-21,2025,2025-02,West,Store E,Offline,Consumer,Electronics,Smartwatch,864.48,4,0.171,2866.62,0.23,659.32,Completed
36E4FDA1,2025-01-04,2025,2025-01,North,Store A,Online,Consumer,Beauty,Lipstick,34.82,1,0.151,29.56,0.343,10.14,Completed
181EEEB1,2024-02-15,2024,2024-02,North,Store D,Online,Consumer,Apparel,Dress,115.01,2,0.08,211.62,0.257,54.39,Returned
0738D85F,2024-10-22,2024,2024-10,West,Store E,Offline,SMB,Electronics,Camera,875.65,4,0.236,2675.99,0.198,529.85,Completed
8D40F34C,2025-03-06,2025,2025-03,East,Store A,Online,Consumer,Electronics,Tablet,539.31,3,0.101,1454.52,0.275,399.99,Completed
7D8248C8,2025-05-06,2025,2025-05,West,Store E,Online,Corporate,Apparel,Sneakers,35.39,2,0.082,64.98,0.277,18.0,Cancelled
6E704E40,2024-01-01,2024,2024-01,North,Store A,Offline,Consumer,Electronics,Camera,327.47,5,0.097,1478.53,0.208,307.53,Completed
64629E8B,2025-03-12,2025,2025-03,West,Store A,Online,Corporate,Grocery,Rice 5kg,11.32,5,0.218,44.26,0.32,14.16,Returned
5F1B0B8D,2024-01-24,2024,2024-01,North,Store B,Offline,Consumer,Grocery,Coffee 500g,24.42,1,0.138,21.05,0.157,3.3,Completed
03E4CB83,2025-01-03,2025,2025-01,Central,Store B,Online,Consumer,Grocery,Olive Oil 500ml,5.61,5,0.099,25.27,0.208,5.26,Completed
F440209E,2024-11-18,2024,2024-11,Central,Store B,Online,Consumer,Electronics,Tablet,879.51,2,0.242,1333.34,0.259,345.34,Cancelled
CEFB2EAC,2025-05-29,2025,2025-05,West,Store B,Offline,SMB,Grocery,Eggs 12,7.03,5,0.149,29.91,0.325,9.72,Completed
2FCE58C1,2024-12-07,2024,2024-12,South,Store A,Online,Consumer,Home,Desk,150.26,4,0.048,572.19,0.188,107.57,Completed
C9B448A4,2024-02-07,2024,2024-02,West,Store B,Offline,SMB,Electronics,Laptop,881.75,4,0.14,3033.22,0.25,758.3,Completed
90481E6C,2024-12-28,2024,2024-12,Central,Store E,Online,Consumer,Home,Chair,49.9,7,0.086,319.26,0.204,65.13,Completed
1C2A7B7A,2024-05-17,2024,2024-05,West,Store D,Online,SMB,Apparel,Jeans,91.51,5,0.292,323.95,0.224,72.56,Completed
45A6D95E,2025-03-25,2025,2025-03,West,Store A,Offline,Consumer,Home,Lamp,214.07,3,0.059,604.32,0.19,114.82,Completed
73552925,2024-01-17,2024,2024-01,North,Store B,Online,Corporate,Electronics,Headphones,656.73,4,0.109,2340.59,0.117,273.85,Completed
CDE53DA5,2024-06-24,2024,2024-06,North,Store C,Online,Consumer,Grocery,Coffee 500g,25.21,4,0.147,86.02,0.213,18.32,Cancelled
0F91F8D9,2024-12-31,2024,2024-12,West,Store A,Offline,SMB,Grocery,Rice 5kg,7.28,3,0.052,20.7,0.321,6.64,Completed
165FE5D2,2024-03-25,2024,2024-03,East,Store B,Online,SMB,Grocery,Rice 5kg,36.24,8,0.0,289.92,0.151,43.78,Completed
5E6E5AD5,2024-12-14,2024,2024-12,East,Store D,Online,Consumer,Electronics,Laptop,181.01,5,0.2,724.04,0.205,148.43,Completed
B3691CE3,2025-01-11,2025,2025-01,North,Store C,Offline,Corporate,Electronics,Smartphone,914.48,2,0.018,1796.04,0.23,413.09,Completed
B1A8495F,2025-01-31,2025,2025-01,South,Store C,Online,Consumer,Beauty,Lipstick,74.52,5,0.168,310.0,0.274,84.94,Completed
85DD8DC3,2025-04-17,2025,2025-04,Central,Store B,Online,SMB,Grocery,Coffee 500g,38.27,3,0.151,97.47,0.207,20.18,Completed
C5CE688C,2024-08-11,2024,2024-08,South,Store C,Online,Consumer,Apparel,Hoodie,128.34,6,0.104,689.96,0.286,197.33,Completed
C792D9B4,2024-03-17,2024,2024-03,Central,Store C,Offline,Corporate,Grocery,Olive Oil 500ml,13.27,2,0.232,20.38,0.315,6.42,Completed
D27B14E7,2024-05-20,2024,2024-05,North,Store D,Online,Consumer,Home,Air Purifier,119.29,2,0.0,238.58,0.193,46.05,Completed
7EECA39F,2024-07-29,2024,2024-07,East,Store E,Online,Consumer,Home,Air Purifier,106.2,4,0.221,330.92,0.267,88.36,Completed
1D1A81D6,2024-01-30,2024,2024-01,West,Store C,Offline,Corporate,Apparel,Sneakers,33.59,8,0.181,220.08,0.135,29.71,Returned
24951EEC,2025-01-17,2025,2025-01,West,Store A,Offline,Consumer,Apparel,Jeans,87.54,4,0.131,304.29,0.362,110.15,Completed
4C231FD7,2024-02-04,2024,2024-02,West,Store E,Online,Consumer,Grocery,Rice 5kg,30.72,5,0.144,131.48,0.243,31.95,Completed
86414BC9,2024-02-01,2024,2024-02,West,Store E,Offline,SMB,Electronics,Smartwatch,198.79,5,0.234,761.37,0.199,151.51,Completed
03F127DB,2025-05-18,2025,2025-05,West,Store B,Offline,Corporate,Electronics,Laptop,663.73,4,0.194,2139.87,0.349,746.81,Completed
31A95579,2025-03-11,2025,2025-03,North,Store C,Offline,Consumer,Home,Vacuum,265.04,3,0.039,764.11,0.177,135.25,Completed
C99C5DA6,2024-05-16,2024,2024-05,North,Store B,Online,Consumer,Electronics,Camera,913.89,4,0.201,2920.79,0.155,452.72,Completed
DC4A1ED8,2024-07-03,2024,2024-07,North,Store E,Offline,Consumer,Electronics,Smartwatch,907.73,3,0.149,2317.43,0.225,521.42,Completed
C351321A,2025-03-21,2025,2025-03,North,Store B,Online,Consumer,Beauty,Sunscreen,73.13,2,0.018,143.63,0.152,21.83,Completed
8A454A03,2024-11-30,2024,2024-11,West,Store B,Online,Consumer,Apparel,Jeans,57.52,4,0.166,191.89,0.249,47.78,Completed
A78E12A6,2024-05-23,2024,2024-05,East,Store E,Online,Corporate,Grocery,Rice 5kg,33.62,5,0.157,141.71,0.256,36.28,Completed
973A96CC,2024-08-30,2024,2024-08,West,Store D,Online,Consumer,Beauty,Shampoo,51.31,5,0.011,253.73,0.271,68.76,Returned
BB3771CA,2025-04-07,2025,2025-04,East,Store B,Online,Consumer,Home,Lamp,41.21,3,0.116,109.29,0.143,15.63,Completed
4DA1B8E9,2024-01-01,2024,2024-01,East,Store D,Offline,Consumer,Home,Chair,129.79,2,0.105,232.32,0.234,54.36,Completed
DF21208D,2025-06-19,2025,2025-06,North,Store B,Offline,SMB,Apparel,Hoodie,113.31,3,0.047,323.95,0.259,83.9,Completed
888ADC9F,2024-11-01,2024,2024-11,Central,Store D,Online,Consumer,Beauty,Moisturizer,6.33,4,0.0,25.32,0.386,9.77,Completed
EC62F41C,2024-04-08,2024,2024-04,West,Store E,Offline,SMB,Electronics,Laptop,309.05,3,0.234,710.2,0.313,222.29,Completed
D7C1718E,2025-03-08,2025,2025-03,West,Store A,Online,Consumer,Beauty,Lipstick,61.79,6,0.162,310.68,0.281,87.3,Completed
E86E94EC,2024-02-11,2024,2024-02,Central,Store A,Online,Corporate,Apparel,Jeans,92.74,3,0.029,270.15,0.295,79.69,Completed
73757A57,2024-08-09,2024,2024-08,South,Store B,Online,Consumer,Electronics,Tablet,822.33,2,0.019,1613.41,0.335,540.49,Completed
269F0BBE,2024-11-05,2024,2024-11,East,Store D,Online,Consumer,Apparel,Sneakers,16.74,2,0.178,27.52,0.22,6.05,Completed
A2E7ED42,2024-05-13,2024,2024-05,East,Store C,Online,Consumer,Apparel,Dress,115.4,6,0.093,628.01,0.404,253.72,Completed
301456A0,2025-04-23,2025,2025-04,South,Store B,Online,Consumer,Home,Lamp,42.78,4,0.098,154.35,0.356,54.95,Completed
6AC3B0E4,2025-01-11,2025,2025-01,East,Store E,Online,Consumer,Electronics,Smartphone,936.95,3,0.093,2549.44,0.149,379.87,Completed
7D145E8A,2024-03-28,2024,2024-03,West,Store C,Offline,Consumer,Home,Vacuum,172.52,3,0.115,458.04,0.207,94.81,Completed
AEFB61EA,2024-03-23,2024,2024-03,East,Store B,Online,Consumer,Apparel,Sneakers,71.02,3,0.179,174.92,0.189,33.06,Completed
5D415C2F,2024-02-03,2024,2024-02,North,Store E,Offline,Consumer,Apparel,Sneakers,43.75,3,0.275,95.16,0.315,29.98,Completed
EF25AB70,2024-11-04,2024,2024-11,West,Store D,Online,Consumer,Apparel,Jeans,17.62,4,0.048,67.1,0.26,17.45,Completed
550A13CE,2024-04-11,2024,2024-04,North,Store C,Offline,SMB,Grocery,Pasta 1kg,41.16,2,0.045,78.62,0.326,25.63,Completed
7D322EC8,2024-10-20,2024,2024-10,North,Store B,Offline,Consumer,Apparel,Dress,113.26,3,0.165,283.72,0.215,61.0,Completed
5923634C,2025-03-18,2025,2025-03,South,Store A,Online,Consumer,Electronics,Smartwatch,303.91,4,0.253,908.08,0.233,211.58,Completed
63749741,2025-04-19,2025,2025-04,Central,Store E,Online,Corporate,Home,Chair,191.93,1,0.196,154.31,0.249,38.42,Completed
3A139A45,2024-03-03,2024,2024-03,South,Store A,Online,Consumer,Electronics,Laptop,291.66,5,0.183,1191.43,0.314,374.11,Completed
4C16F1CD,2024-06-28,2024,2024-06,Central,Store C,Online,Corporate,Grocery,Rice 5kg,9.66,5,0.25,36.22,0.341,12.35,Completed
35B543F1,2024-08-13,2024,2024-08,East,Store A,Online,SMB,Apparel,Jeans,25.35,3,0.108,67.84,0.227,15.4,Completed
886DEB24,2024-07-26,2024,2024-07,West,Store A,Online,Consumer,Electronics,Headphones,857.0,6,0.06,4833.48,0.22,1063.37,Completed
9188070B,2024-08-14,2024,2024-08,South,Store E,Online,Consumer,Beauty,Sunscreen,57.34,2,0.238,87.39,0.287,25.08,Completed
F7F1B8C6,2024-09-05,2024,2024-09,Central,Store D,Online,SMB,Electronics,Headphones,189.58,2,0.107,338.59,0.23,77.88,Completed
886258B0,2025-02-12,2025,2025-02,West,Store C,Offline,Consumer,Home,Air Purifier,43.49,5,0.193,175.48,0.29,50.89,Completed
160C5678,2024-06-13,2024,2024-06,North,Store E,Offline,SMB,Grocery,Milk 1L,7.23,1,0.149,6.15,0.278,1.71,Returned
20F5E9B3,2024-07-04,2024,2024-07,West,Store A,Online,Consumer,Grocery,Coffee 500g,24.67,3,0.105,66.24,0.255,16.89,Completed
EA6589E8,2024-07-29,2024,2024-07,East,Store A,Online,SMB,Electronics,Smartwatch,421.51,5,0.205,1675.5,0.211,353.53,Completed
0DA42C15,2024-03-22,2024,2024-03,Central,Store B,Offline,Corporate,Electronics,Headphones,220.03,2,0.248,330.93,0.193,63.87,Completed
64AA3A46,2024-12-06,2024,2024-12,West,Store B,Offline,Corporate,Apparel,Sneakers,73.37,6,0.231,338.53,0.197,66.69,Completed
54493C90,2024-08-04,2024,2024-08,Central,Store E,Online,Consumer,Apparel,Hoodie,85.89,2,0.082,157.69,0.233,36.74,Completed
4BF2CB55,2025-05-09,2025,2025-05,Central,Store E,Online,Corporate,Beauty,Moisturizer,8.16,4,0.163,27.32,0.282,7.7,Completed
581E2BAE,2025-03-19,2025,2025-03,West,Store B,Online,SMB,Beauty,Sunscreen,59.55,2,0.143,102.07,0.263,26.84,Completed
EB44B8EE,2024-05-04,2024,2024-05,West,Store B,Online,Consumer,Electronics,Smartphone,811.54,4,0.026,3161.76,0.159,502.72,Completed
82E3B353,2024-05-10,2024,2024-05,North,Store E,Online,Corporate,Apparel,Jeans,24.12,4,0.055,91.17,0.253,23.07,Returned
598E02B0,2025-02-26,2025,2025-02,West,Store D,Offline,SMB,Home,Air Purifier,48.26,2,0.216,75.67,0.333,25.2,Completed
1F229B5E,2024-10-29,2024,2024-10,West,Store B,Online,Consumer,Beauty,Shampoo,15.06,5,0.254,56.17,0.233,13.09,Completed
C501BF5F,2024-01-06,2024,2024-01,Central,Store B,Online,Corporate,Beauty,Serum,24.95,7,0.048,166.27,0.18,29.93,Completed
10814F67,2024-12-06,2024,2024-12,West,Store C,Online,SMB,Apparel,Hoodie,118.78,1,0.128,103.58,0.292,30.25,Completed
B9B12BBA,2024-08-01,2024,2024-08,East,Store D,Offline,Consumer,Home,Chair,124.03,4,0.087,452.96,0.234,105.99,Completed
256684AC,2025-02-28,2025,2025-02,West,Store E,Online,SMB,Apparel,Jeans,29.76,1,0.056,28.09,0.354,9.94,Completed
8629875D,2025-02-07,2025,2025-02,East,Store E,Online,Consumer,Electronics,Headphones,776.38,4,0.235,2375.72,0.378,898.02,Completed
9121AA84,2025-05-13,2025,2025-05,East,Store A,Online,Consumer,Electronics,Camera,670.36,5,0.089,3053.49,0.238,726.73,Completed
36A7B801,2025-01-12,2025,2025-01,Central,Store C,Online,Consumer,Home,Cookware Set,239.31,3,0.062,673.42,0.318,214.15,Completed
5E99D599,2025-05-08,2025,2025-05,East,Store E,Offline,Consumer,Grocery,Milk 1L,42.86,4,0.081,157.55,0.358,56.4,Completed
7752D6F5,2024-06-02,2024,2024-06,North,Store A,Online,Corporate,Apparel,Dress,119.65,3,0.025,349.98,0.381,133.34,Completed
A9BDC160,2024-07-01,2024,2024-07,North,Store D,Online,Corporate,Apparel,Jeans,104.37,6,0.202,499.72,0.218,108.94,Cancelled
2CDC2934,2024-02-01,2024,2024-02,South,Store D,Online,Consumer,Electronics,Smartwatch,315.04,3,0.0,945.12,0.237,223.99,Completed
0E3407EB,2025-04-13,2025,2025-04,East,Store B,Online,Consumer,Grocery,Coffee 500g,41.41,5,0.056,195.46,0.246,48.08,Completed
BF21605C,2024-03-24,2024,2024-03,East,Store C,Offline,Consumer,Electronics,Smartphone,738.5,2,0.01,1462.23,0.27,394.8,Completed
4F2EAB4D,2024-10-24,2024,2024-10,North,Store A,Online,Consumer,Electronics,Smartwatch,442.18,1,0.124,387.35,0.198,76.7,Completed
04E723AC,2024-10-01,2024,2024-10,East,Store E,Online,SMB,Grocery,Pasta 1kg,40.46,1,0.179,33.22,0.112,3.72,Completed
EDB6DC87,2025-03-15,2025,2025-03,Central,Store D,Offline,Corporate,Electronics,Laptop,315.78,7,0.114,1958.47,0.112,219.35,Completed
F42D0205,2024-07-28,2024,2024-07,West,Store A,Offline,SMB,Apparel,T-Shirt,57.24,4,0.183,187.06,0.259,48.45,Returned
